pvm;pvm;;Omat sijoitukset ed. merk.;nordnet;OP osakkeet;TAPIOLA;S - sijoitus;osak-keet yht.;Kaikki Lainat;tulotili - visa ja jatkuva luotto;Tulotili;elatustili;tavoitetili;S - pankki;OP GOLD;Tilit yht;Tilit+ osakkeet yht;VISA;Jakuva luottotili;asuntolaina;asuntolaina (peruskorjaus);AUTOLAINA;ASUNTOLAINA yht;visa + OP GOLD + luottotili;lasten sijoitusrahastoon;;huom.;OsakeOstot;Myynti;Siirrto arvo-osuustilille;Siirto arvo-osuustililtä;Osinko;omaisuus - lainat;LAINALYHENNYS+KORKO KK;kulutus kuukaudessa;vuosikehitys %;vuosikehitys euroissa;kehitys 2017 asti;Tulotilin kk seu-ranta %;Tuohi-kortti;ASUNTOLAINA remontti;Tulotilin kuukausi seuranta;op osakekaupankäynti raha ei vielä tilillä;Isot hankinnat;OSINGOT nordnet;OSINGOT op;RAHASTOT;Autolaina tulotilillä;;;;;
26.04.23;26.04.23;ke;0,09 %;23 469;4 714;0;821;29 004;39 002;1 354;4 890;100;125;94;;5 209;34 213;1 760;1 776;13 349;7 334;14 783;20 683;3 536;5 100;;Osakemyynnistä nordea rahat tilille.;;;;;;30 677;789,0;-2203,0;-9,1 %;-2 643;-71,96 %;-209,5 %;;;;;;;;;;;773;600;544,45;
27.04.23;27.04.23;to;-1,17 %;23 217;4 632;0;817;28 666;39 800;540;4 874;100;125;94;;5 193;33 859;2 558;1 776;13 349;7 334;14 783;20 683;4 334;5 100;;Ostin lentoliput tyttöjen tsekin matkalle.;;;;;;29 525;789,0;-2187,0;-10,4 %;-2 981;-73,99 %;-208,5 %;;;;;;;;;;;774;600;545,1;
28.04.23;28.04.23;pe;-0,34 %;23 152;4 593;0;824;28 569;39 865;212;4 611;100;125;94;;4 930;33 499;2 623;1 776;13 349;7 334;14 783;20 683;4 399;5 100;;Maksoin tyttöjen pukuvuokrat 100+100=200€;;;;;;29 100;789,0;-1924,0;-10,8 %;-3 078;-74,58 %;-191,8 %;;;;;;;;;;;775;600;545,75;
02.05.23;02.05.23;ti;-2,09 %;22 668;4 477;0;827;27 972;39 865;2 517;6 916;500;125;74;;7 615;35 587;2 623;1 776;13 349;7 334;14 783;20 683;4 399;5 100;;;;;;;;31 188;789,0;-4609,0;-13,1 %;-3 675;-78,31 %;-337,7 %;;;;;;;;;;;776;600;546,4;
03.05.23;03.05.23;ke;-0,64 %;22 538;4 429;0;827;27 794;37 279;2 450;4 263;500;125;74;;4 962;32 756;37;1 776;13 349;7 334;14 783;20 683;1 813;5 100;;;;;;;;30 943;789,0;-1956,0;-13,9 %;-3 853;-79,45 %;-169,8 %;;;;;;;;;;;777;600;547,05;
04.05.23;04.05.23;to;-0,68 %;22 394;4 385;0;827;27 606;36 679;2 961;4 174;500;125;74;;4 873;32 479;-563;1 776;13 349;7 334;14 783;20 683;1 213;5 100;;Aurinkomatkat palautti varausmaksun 600€.;;;;;;31 266;789,0;-1867,0;-14,6 %;-4 041;-80,67 %;-164,2 %;;;;;;;;;;;778;600;547,7;
05.05.23;05.05.23;pe;1,63 %;22 774;4 456;0;827;28 057;36 894;1 591;3 524;500;125;74;;4 223;32 280;157;1 776;13 208;7 224;14 529;20 432;1 933;5 100;;Maksoin Aurinkomatkat varausmaksun 600€ Rhodos.;;;;;;30 347;789,0;-1217,0;-12,8 %;-3 590;-77,77 %;-123,0 %;;;;;;;;;;;779;600;548,35;
08.05.23;08.05.23;MA;0,41 %;22 856;4 474;0;843;28 173;37 075;1 364;3 478;500;150;74;;4 202;32 375;338;1 776;13 208;7 224;14 529;20 432;2 114;5 100;;;;;;;;30 261;789,0;-1196,0;-12,3 %;-3 474;-77,03 %;-120,1 %;;;;;;;;;;;780;600;549;
09.05.23;09.05.23;ti;-1,11 %;22 656;4 360;0;843;27 859;37 099;1 340;3 478;500;150;74;;4 202;32 061;362;1 776;13 208;7 224;14 529;20 432;2 138;5 100;;Nordea 2,5% alas. Outokumpu 11% ylös.;;;;;;29 923;789,0;-1196,0;-13,6 %;-3 788;-79,03 %;-120,1 %;;;;;;;;;;;781;600;549,65;
10.05.23;10.05.23;ke;-0,74 %;22 505;4 299;0;850;27 654;37 438;726;3 203;500;150;101;;3 954;31 608;701;1 776;13 208;7 224;14 529;20 432;2 477;5 100;;Autokorikorjaamo Matleena parkkeeraus erhe 330€. If vakuutus omavastuu. ;;;;;;29 131;789,0;-948,0;-14,4 %;-3 993;-80,36 %;-102,7 %;;;;;;;;;;;782;600;550,3;
11.05.23;11.05.23;to;0,34 %;22 564;4 334;0;850;27 748;37 490;674;3 203;500;150;101;;3 954;31 702;753;1 776;13 208;7 224;14 529;20 432;2 529;5 100;;;;;;;;29 173;789,0;-948,0;-14,1 %;-3 899;-79,75 %;-102,7 %;;;;;;;;;;;783;600;550,95;
12.05.23;12.05.23;pe;0,26 %;22 631;4 336;0;854;27 821;37 616;548;3 203;150;150;101;;3 604;31 425;879;1 776;13 208;7 224;14 529;20 432;2 655;5 100;;;;;;;;28 770;789,0;-598,0;-13,8 %;-3 826;-79,27 %;-102,7 %;;;;;;;;;;;784;600;551,6;
15.05.23;15.05.23;MA;1,23 %;22 906;4 403;0;855;28 164;37 626;418;3 083;150;150;101;;3 484;31 648;889;1 776;13 208;7 224;14 529;20 432;2 665;5 220;;;;;;;;28 983;789,0;-478,0;-12,4 %;-3 483;-77,09 %;-95,1 %;;;;;;;;;;;785;600;552,25;
16.05.23;16.05.23;ti;-0,69 %;22 724;4 390;0;855;27 969;37 667;377;3 083;150;150;101;;3 484;31 453;930;1 776;13 208;7 224;14 529;20 432;2 706;5 220;;;;;;;;28 747;789,0;-478,0;-13,2 %;-3 678;-78,33 %;-95,1 %;;;;;;;;;;;786;600;552,9;
17.05.23;17.05.23;ke;-0,52 %;22 596;4 373;0;855;27 824;38 424;-423;3 040;150;150;101;;3 441;31 265;1 687;1 776;13 208;7 224;14 529;20 432;3 463;5 220;;Autohuolto 600€ 90000km.;;;;;;27 802;789,0;-435,0;-13,7 %;-3 823;-79,26 %;-92,4 %;;;;;;;;;;;787;600;553,55;
19.05.23;19.05.23;pe;-0,43 %;22 447;4 399;0;858;27 704;38 743;-742;3 040;150;150;101;;3 441;31 145;2 006;1 776;13 208;7 224;14 529;20 432;3 782;5 220;;;;;;;;27 363;789,0;-435,0;-14,2 %;-3 943;-80,03 %;-92,4 %;;;;;;;;;;;788;600;554,2;
22.05.23;22.05.23;MA;-0,20 %;22 395;4 396;0;858;27 649;38 743;-742;3 040;150;150;101;;3 441;31 090;2 006;1 776;13 208;7 224;14 529;20 432;3 782;5 220;;;;;;;;27 308;789,0;-435,0;-14,5 %;-3 998;-80,39 %;-92,4 %;;;;;;;;;;;789;600;554,85;
23.05.23;23.05.23;ti;0,41 %;22 510;4 394;0;858;27 762;38 743;-742;3 040;150;150;101;;3 441;31 203;2 006;1 776;13 208;7 224;14 529;20 432;3 782;5 220;;Lehtimaksu Hesari 234€;;;;;;27 421;789,0;-435,0;-14,0 %;-3 885;-79,66 %;-92,4 %;;;;;;;;;;;790;600;555,5;
24.05.23;24.05.23;ke;-1,61 %;22 129;4 326;0;859;27 314;38 705;-1 024;2 720;150;150;101;;3 121;30 435;2 011;1 733;13 208;7 224;14 529;20 432;3 744;5 220;;;;;;;;26 691;789,0;-115,0;-15,9 %;-4 333;-82,60 %;-72,2 %;;;;;;;;;;;791;600;556,15;
25.05.23;25.05.23;to;-0,88 %;21 916;4 300;0;859;27 075;38 778;-1 132;2 685;150;150;101;;3 086;30 161;2 084;1 733;13 208;7 224;14 529;20 432;3 817;5 220;;;;;;;;26 344;789,0;-80,0;-16,9 %;-4 572;-84,21 %;-69,9 %;;;;;;;;;;;792;600;556,8;
26.05.23;26.05.23;pe;0,46 %;22 000;4 341;0;859;27 200;38 834;-1 217;2 656;150;150;101;;3 057;30 257;2 140;1 733;13 208;7 224;14 529;20 432;3 873;5 220;;;;;;;;26 384;789,0;-51,0;-16,3 %;-4 447;-83,37 %;-68,1 %;;;;;;;;;;;793;600;557,45;
29.05.23;29.05.23;MA;-0,35 %;21 945;4 302;0;859;27 106;39 305;-1 789;2 555;150;150;101;;2 956;30 062;2 611;1 733;13 208;7 224;14 529;20 432;4 344;5 220;;Ostin puvun Turo sininen 450€. Siirsin Matleenalle 100€ yo kampaamon (Johanna Posio jos maksaisin).;;;;;;25 718;789,0;50,0;-16,8 %;-4 541;-84,00 %;-61,7 %;;;;;;;;;;;794;600;558,1;
30.05.23;30.05.23;ti;-1,06 %;21 727;4 227;0;864;26 818;39 364;-1 848;2 555;150;150;101;;2 956;29 774;2 670;1 733;13 208;7 224;14 529;20 432;4 403;5 220;;;;;;;;25 371;789,0;50,0;-18,0 %;-4 829;-85,98 %;-61,7 %;;;;;;;;;;;795;600;558,75;
31.05.23;31.05.23;ke;-0,70 %;21 572;4 194;0;864;26 630;39 483;-1 997;2 525;150;150;101;;2 926;29 556;2 789;1 733;13 208;7 224;14 529;20 432;4 522;5 220;;Siirsin Elisalle 30€. Ostin Matleenalle lenkkarit 80€.;;;;;;25 034;789,0;80,0;-18,8 %;-5 017;-87,29 %;-59,8 %;;;;;;;;;;;796;600;559,4;
01.06.23;01.06.23;to;0,38 %;21 612;4 254;0;864;26 730;39 483;708;5 230;150;150;101;;5 631;32 361;2 789;1 733;13 208;7 224;14 529;20 432;4 522;5 220;;Matleenalle ylioppilaslahja 300€. Jarille 2 lippua flow-parkkiin 56€(Johanna lupasi maksaa puolet).;;;;;;27 839;789,0;-2625,0;-18,4 %;-4 917;-86,59 %;-231,0 %;;;;;;;;;;;797;600;560,05;
02.06.23;02.06.23;pe;2,35 %;22 116;4 377;0;864;27 357;39 483;653;5 175;150;150;101;;5 576;32 933;2 789;1 733;13 208;7 224;14 529;20 432;4 522;5 220;;;;;;;;28 411;789,0;-2570,0;-15,7 %;-4 290;-82,32 %;-227,5 %;;;;;;;;;;;798;600;560,7;
05.06.23;05.06.23;MA;-0,53 %;22 015;4 333;0;864;27 212;36 638;-409;1 771;150;150;101;;2 172;29 384;447;1 733;13 068;7 115;14 275;20 183;2 180;5 220;;;;;;;;27 204;789,0;834,0;-16,3 %;-4 435;-83,29 %;-12,1 %;;;;;;;;;;;799;600;561,35;
06.06.23;06.06.23;ti;0,67 %;22 119;4 381;0;895;27 395;36 688;-775;1 455;150;150;81;;1 836;29 231;497;1 733;13 068;7 115;14 275;20 183;2 230;5 220;;Vakuutusmaksu 316€.;;;;;;27 001;789,0;1170,0;-15,5 %;-4 252;-82,06 %;7,9 %;;;;;;;;;;;800;600;562;
07.06.23;07.06.23;ke;0,64 %;22 237;4 437;0;895;27 569;36 854;-966;1 430;150;175;81;;1 836;29 405;663;1 733;13 068;7 115;14 275;20 183;2 396;5 220;;Maksoin tyttöjen hotellin prahaan 166€;;;;;;27 009;789,0;1170,0;-14,8 %;-4 078;-80,91 %;9,5 %;;;;;;;;;;;801;600;562,65;
08.06.23;08.06.23;to;0,23 %;22 285;4 452;0;895;27 632;36 892;-1 628;806;559;175;81;;1 621;29 253;701;1 733;13 068;7 115;14 275;20 183;2 434;5 220;;Maksoin Matleenan ylioppilasruoista 191 Joannalle kurkkaa vastaan.;;;;;;26 819;789,0;1385,0;-14,5 %;-4 015;-80,50 %;49,0 %;;;;;;;;;;;802;600;563,3;
09.06.23;09.06.23;pe;0,22 %;22 352;4 445;0;895;27 692;36 959;-1 746;755;559;175;81;;1 570;29 262;768;1 733;13 068;7 115;14 275;20 183;2 501;5 220;;;;;;;;26 761;789,0;1436,0;-14,3 %;-3 955;-80,11 %;52,2 %;;;;;;;;;;;803;600;563,95;
12.06.23;12.06.23;MA;0,51 %;22 474;4 462;0;897;27 833;37 109;-2 141;510;559;175;95;;1 339;29 172;918;1 733;13 068;7 115;14 275;20 183;2 651;5 220;;Ostin junalipun kiteelle 150€;;;;;;26 521;789,0;1667,0;-13,7 %;-3 814;-79,20 %;67,7 %;;;;;;;;;;;804;600;564,6;
13.06.23;13.06.23;ti;0,92 %;22 688;4 505;0;897;28 090;37 179;-2 232;489;559;175;95;;1 318;29 408;988;1 733;13 068;7 115;14 275;20 183;2 721;5 220;;;;;;;;26 687;789,0;1688,0;-12,7 %;-3 557;-77,56 %;69,1 %;;;;;;;;;;;805;600;565,25;
14.06.23;14.06.23;ke;-0,33 %;22 654;4 440;0;904;27 998;37 191;-2 248;485;559;175;95;;1 314;29 312;1 000;1 733;13 068;7 115;14 275;20 183;2 733;5 220;;;;;;;;26 579;789,0;1692,0;-13,0 %;-3 649;-78,14 %;69,3 %;;;;;;;;;;;806;600;565,9;
16.06.23;16.06.23;pe;0,99 %;22 840;4 530;0;904;28 274;37 481;-2 694;329;209;175;95;;808;29 082;1 290;1 733;13 068;7 115;14 275;20 183;3 023;5 220;;;;;;;;26 059;789,0;2198,0;-11,9 %;-3 373;-76,40 %;79,2 %;;;;;;;;;;;807;600;566,55;
19.06.23;19.06.23;MA;-1,17 %;22 560;4 480;0;904;27 944;37 481;-2 694;329;209;175;95;;808;28 752;1 290;1 733;13 068;7 115;14 275;20 183;3 023;5 220;;;;;;;;25 729;789,0;2198,0;-13,3 %;-3 703;-78,49 %;79,2 %;;;;;;;;;;;808;600;567,2;
21.06.23;21.06.23;ke;0,21 %;22 572;4 528;0;904;28 004;37 543;-2 605;480;209;175;95;;959;28 963;1 352;1 733;13 068;7 115;14 275;20 183;3 085;5 220;;;;;;;;25 878;789,0;2047,0;-13,0 %;-3 643;-78,10 %;69,6 %;;;;;;;;;;;809;600;567,85;
22.06.23;22.06.23;to;-2,57 %;22 003;4 376;0;904;27 283;37 543;-2 605;480;209;175;95;;959;28 242;1 352;1 733;13 068;7 115;14 275;20 183;3 085;5 220;;;;;;;;25 157;789,0;2047,0;-16,0 %;-4 364;-82,81 %;69,6 %;;;;;;;;;;;810;600;568,5;
26.06.23;26.06.23;MA;-0,03 %;21 976;4 395;0;904;27 275;37 706;-2 886;362;209;175;95;;841;28 116;1 558;1 690;13 068;7 115;14 275;20 183;3 248;5 340;;;;;;;;24 868;789,0;2165,0;-16,0 %;-4 372;-82,86 %;77,1 %;;;;;;;;;;;811;600;569,15;
27.06.23;27.06.23;ti;0,38 %;22 077;4 398;0;904;27 379;37 706;-2 886;362;209;175;95;;841;28 220;1 558;1 690;13 068;7 115;14 275;20 183;3 248;5 340;;;;;;;;24 972;789,0;2165,0;-15,6 %;-4 268;-82,17 %;77,1 %;;;;;;;;;;;812;600;569,8;
28.06.23;28.06.23;ke;0,23 %;22 110;4 427;0;904;27 441;37 827;-2 857;512;209;175;95;;991;28 432;1 679;1 690;13 068;7 115;14 275;20 183;3 369;5 340;;Isä ja äiti 150€ käytiin ostamassa isälle uusi kännykkä.;;;;;;25 063;789,0;2015,0;-15,3 %;-4 206;-81,76 %;67,6 %;;;;;;;;;;;813;600;570,45;
29.06.23;29.06.23;to;0,63 %;22 232;4 477;0;904;27 613;37 827;-2 857;512;209;175;95;;991;28 604;1 679;1 690;13 068;7 115;14 275;20 183;3 369;5 340;;;;;;;;25 235;789,0;2015,0;-14,6 %;-4 034;-80,63 %;67,6 %;;;;;;;;;;;814;600;571,1;
30.06.23;30.06.23;pe;1,30 %;22 500;4 568;0;904;27 972;37 827;-2 857;512;209;175;95;;991;28 963;1 679;1 690;13 068;7 115;14 275;20 183;3 369;5 340;;;;;;;;25 594;789,0;2015,0;-13,1 %;-3 675;-78,31 %;67,6 %;;;;;;;;;;;815;600;571,75;
03.07.23;03.07.23;MA;0,72 %;22 677;4 598;0;898;28 173;36 202;-268;1 476;209;175;95;;1 955;30 128;54;1 690;13 068;7 115;14 275;20 183;1 744;5 340;;Visalyhennys 1835€;;;;;;28 384;789,0;1051,0;-12,3 %;-3 474;-77,03 %;6,6 %;;;;;;;;;;;816;600;572,4;
04.07.23;04.07.23;ti;-0,71 %;22 520;4 554;0;898;27 972;35 909;-1 092;849;209;175;95;;1 328;29 300;251;1 690;12 944;7 005;14 019;19 949;1 941;5 340;;;;;;;;27 359;789,0;1678,0;-13,1 %;-3 675;-78,31 %;46,3 %;;;;;;;;;;;817;600;573,05;
05.07.23;05.07.23;ke;-0,64 %;22 362;4 532;0;898;27 792;35 909;-1 092;849;209;175;95;;1 328;29 120;251;1 690;12 944;7 005;14 019;19 949;1 941;5 340;;;;;;;;27 179;789,0;1678,0;-13,9 %;-3 855;-79,46 %;46,3 %;;;;;;;;;;;818;600;573,7;
06.07.23;06.07.23;to;-1,62 %;22 000;4 445;0;898;27 343;35 971;-1 408;595;209;175;95;;1 074;28 417;313;1 690;12 944;7 005;14 019;19 949;2 003;5 340;;Elisalle 250€ Ruotsin matkalle.;;;;;;26 414;789,0;1932,0;-15,7 %;-4 304;-82,41 %;62,3 %;;;;;;;;;;;819;840;574,35;
10.07.23;10.07.23;MA;-0,19 %;21 938;4 447;0;906;27 291;36 092;-1 852;272;209;175;93;;749;28 040;434;1 690;12 944;7 005;14 019;19 949;2 124;5 340;;;;;;;;25 916;789,0;2257,0;-16,0 %;-4 356;-82,76 %;82,8 %;;;;;;;;;;;820;840;575;
11.07.23;11.07.23;ti;-3,60 %;20 918;4 485;0;906;26 309;36 092;-752;1 372;209;200;93;;1 874;28 183;434;1 690;12 944;7 005;14 019;19 949;2 124;5 340;;;;;;Nosto Nordnetistä 1100€;;26 059;789,0;1132,0;-20,3 %;-5 338;-89,58 %;13,2 %;;;;;;;;;;;821;840;575,65;
12.07.23;12.07.23;ke;0,81 %;21 059;4 554;0;909;26 522;36 154;-1 064;1 122;459;200;93;;1 874;28 396;496;1 690;12 944;7 005;14 019;19 949;2 186;5 340;;;;;;;;26 210;789,0;1132,0;-19,3 %;-5 125;-88,06 %;29,0 %;;;;;;;;;;;822;840;576,3;
13.07.23;13.07.23;to;1,80 %;21 438;4 650;0;911;26 999;36 154;-1 064;1 122;109;200;93;;1 524;28 523;496;1 690;12 944;7 005;14 019;19 949;2 186;5 340;;;;;;;;26 337;789,0;1482,0;-17,2 %;-4 648;-84,73 %;29,0 %;;;;;;;;;;;823;840;576,95;
14.07.23;14.07.23;pe;-0,30 %;21 373;4 634;0;911;26 918;36 168;-1 108;1 092;109;200;93;;1 494;28 412;510;1 690;12 944;7 005;14 019;19 949;2 200;5 340;;;;;;;;26 212;789,0;1512,0;-17,6 %;-4 729;-85,29 %;30,9 %;;;;;;;;;;;824;840;577,6;
17.07.23;17.07.23;MA;1,01 %;21 558;4 721;0;911;27 190;36 440;-1 673;799;109;200;93;;1 201;28 391;782;1 690;12 944;7 005;14 019;19 949;2 472;5 340;;Matleena 19v. Synttärilahja 100€+ 2 lasia oiva toikko;;;;;;25 919;789,0;1805,0;-16,4 %;-4 457;-83,44 %;49,4 %;;;;;;;;;;;825;840;578,25;
18.07.23;18.07.23;ti;0,01 %;21 571;4 708;0;913;27 192;36 487;-1 720;799;109;200;93;;1 201;28 393;829;1 690;12 944;7 005;14 019;19 949;2 519;5 340;;;;;;;;25 874;789,0;1805,0;-16,4 %;-4 455;-83,42 %;49,4 %;;;;;;;;;;;826;840;578,9;
19.07.23;19.07.23;ke;-0,40 %;21 496;4 675;0;913;27 084;36 550;-1 795;787;109;200;93;;1 189;28 273;892;1 690;12 944;7 005;14 019;19 949;2 582;5 340;;;;;;;;25 691;789,0;1817,0;-16,8 %;-4 563;-84,15 %;50,2 %;;;;;;;;;;;827;840;579,55;
20.07.23;20.07.23;to;0,73 %;21 675;4 694;0;913;27 282;36 952;-2 232;752;109;200;93;;1 154;28 436;1 294;1 690;12 944;7 005;14 019;19 949;2 984;5 340;;Elisa lääkärikäynti mehiläinen 100€. Matleenan ylioppilaskuvat 300€.;;;;;;25 452;789,0;1852,0;-16,0 %;-4 365;-82,82 %;52,4 %;;;;;;;;;;;828;840;580,2;
21.07.23;21.07.23;pe;0,84 %;21 862;4 732;0;917;27 511;36 982;-2 277;737;109;200;93;;1 139;28 650;1 324;1 690;12 944;7 005;14 019;19 949;3 014;5 340;;;;;;;;25 636;789,0;1867,0;-15,0 %;-4 136;-81,29 %;53,4 %;;;;;;;;;;;829;840;580,85;
24.07.23;24.07.23;MA;0,18 %;21 905;4 739;0;917;27 561;36 939;-2 284;687;109;200;93;;1 089;28 650;1 324;1 647;12 944;7 005;14 019;19 949;2 971;5 340;;;;;;;;25 679;789,0;1917,0;-14,8 %;-4 086;-80,97 %;56,5 %;;;;;;;;;;;830;840;581,5;
25.07.23;25.07.23;ti;0,84 %;22 101;4 774;0;917;27 792;37 081;-2 426;687;109;200;93;;1 089;28 881;1 466;1 647;12 944;7 005;14 019;19 949;3 113;5 460;;;;;;;;25 768;789,0;1917,0;-13,9 %;-3 855;-79,46 %;56,5 %;;;;;;;;;;;831;840;582,15;
26.07.23;26.07.23;ke;-1,77 %;21 697;4 674;0;928;27 299;37 121;-2 466;687;109;200;93;;1 089;28 388;1 506;1 647;12 944;7 005;14 019;19 949;3 153;5 460;;;;;;;;25 235;789,0;1917,0;-15,9 %;-4 348;-82,70 %;56,5 %;;;;;;;;;;;832;840;582,8;
02.08.23;02.08.23;ke;-2,00 %;21 223;4 602;0;928;26 753;37 420;-90;3 362;109;200;93;;3 764;30 517;1 805;1 647;12 944;7 005;14 019;19 949;3 452;5 460;;;;;;;;27 065;789,0;-758,0;-18,3 %;-4 894;-86,43 %;-112,8 %;;;;;;;;;;;833;840;583,45;
03.08.23;03.08.23;to;-0,30 %;21 120;4 605;0;949;26 674;35 700;-358;1 374;459;200;73;;2 106;28 780;85;1 647;12 944;7 005;14 019;19 949;1 732;5 460;;Visalyhennys 1638€;;;;;;27 048;789,0;900,0;-18,6 %;-4 973;-86,98 %;13,0 %;;;;;;;;;;;834;840;584,1;
04.08.23;04.08.23;pe;0,79 %;21 294;4 650;0;941;26 885;35 700;-285;1 447;459;200;73;;2 179;29 064;85;1 647;12 944;7 005;14 019;19 949;1 732;5 460;;Filmus bensakuitin mukaan 102€;;;;;;27 332;789,0;827,0;-17,7 %;-4 762;-85,52 %;8,4 %;;;;;;;;;;;835;840;584,75;
07.08.23;07.08.23;MA;0,64 %;21 442;4 680;0;936;27 058;35 414;-1 162;775;459;200;73;;1 507;28 565;290;1 647;12 818;6 895;13 764;19 713;1 937;5 460;;;;;;;;26 628;789,0;1499,0;-17,0 %;-4 589;-84,33 %;50,9 %;;;;;;;;;;;836;840;585,4;
08.08.23;08.08.23;ti;-1,20 %;21 199;4 597;0;936;26 732;35 414;-1 162;775;459;200;73;;1 507;28 239;290;1 647;12 818;6 895;13 764;19 713;1 937;5 460;;;;;;;;26 302;789,0;1499,0;-18,4 %;-4 915;-86,58 %;50,9 %;;;;;;;;;;;837;840;586,05;
09.08.23;09.08.23;ke;1,49 %;21 532;4 661;0;938;27 131;35 435;-1 270;688;459;225;73;;1 445;28 576;311;1 647;12 818;6 895;13 764;19 713;1 958;5 460;;Lopetin Matleenan säännöllisen viikkorahan. Elisalle säästili Raision opssa. Elisan sijoitusrahastossa yli 4000€, sanoi pankkivirkailija.;;;;;;26 618;789,0;1561,0;-16,6 %;-4 516;-83,83 %;56,5 %;;;;;;;;;;;838;840;586,7;
10.08.23;10.08.23;to;1,21 %;21 772;4 752;0;936;27 460;35 435;-1 270;688;459;225;73;;1 445;28 905;311;1 647;12 818;6 895;13 764;19 713;1 958;5 460;;;;;;;;26 947;789,0;1561,0;-15,2 %;-4 187;-81,63 %;56,5 %;;;;;;;;;;;839;840;587,35;
11.08.23;11.08.23;pe;-1,17 %;21 509;4 693;0;936;27 138;35 520;-1 355;688;459;225;73;;1 445;28 583;396;1 647;12 818;6 895;13 764;19 713;2 043;5 460;;;;;;;;26 540;789,0;1561,0;-16,6 %;-4 509;-83,79 %;56,5 %;;;;;;;;;;;840;840;588;
14.08.23;14.08.23;MA;-0,36 %;21 416;4 687;0;936;27 039;35 520;-1 355;688;459;225;73;;1 445;28 484;396;1 647;12 818;6 895;13 764;19 713;2 043;5 460;;;;;;;;26 441;789,0;1561,0;-17,0 %;-4 608;-84,46 %;56,5 %;;;;;;;;;;;841;840;588,65;
15.08.23;15.08.23;ti;-0,95 %;21 218;4 629;0;936;26 783;35 606;-1 725;404;459;225;87;;1 175;27 958;482;1 647;12 818;6 895;13 764;19 713;2 129;5 580;;;;;;;;25 829;789,0;1831,0;-18,2 %;-4 864;-86,22 %;74,4 %;;;;;;;;;;;842;840;589,3;
16.08.23;16.08.23;ke;-0,19 %;21 180;4 616;0;936;26 732;35 634;-1 753;404;209;225;87;;925;27 657;510;1 647;12 818;6 895;13 764;19 713;2 157;5 580;;;;;;;;25 500;789,0;2081,0;-18,4 %;-4 915;-86,58 %;74,4 %;;;;;;;;;;;843;840;589,95;
17.08.23;17.08.23;to;-0,10 %;21 164;4 613;0;927;26 704;35 634;-1 753;404;209;225;87;;925;27 629;510;1 647;12 818;6 895;13 764;19 713;2 157;5 580;;;;;;;;25 472;789,0;2081,0;-18,5 %;-4 943;-86,77 %;74,4 %;;;;;;;;;;;844;840;590,6;
18.08.23;18.08.23;pe;-0,34 %;21 096;4 590;0;927;26 613;35 634;-1 753;404;209;225;87;;925;27 538;510;1 647;12 818;6 895;13 764;19 713;2 157;5 580;;;;;;;;25 381;789,0;2081,0;-18,9 %;-5 034;-87,41 %;74,4 %;;;;;;;;;;;845;840;591,25;
21.08.23;21.08.23;MA;0,63 %;21 233;4 620;0;927;26 780;35 634;-1 753;404;209;225;87;;925;27 705;510;1 647;12 818;6 895;13 764;19 713;2 157;5 580;;;;;;;;25 548;789,0;2081,0;-18,2 %;-4 867;-86,24 %;74,4 %;;;;;;;;;;;846;840;591,9;
22.08.23;22.08.23;ti;-0,39 %;21 151;4 604;0;921;26 676;35 634;-1 771;386;209;225;87;;907;27 583;510;1 647;12 818;6 895;13 764;19 713;2 157;5 580;;Marilta lainaa 3000€.;;;;;;25 426;789,0;2099,0;-18,6 %;-4 971;-86,97 %;75,6 %;;;;;;;;;;;847;840;592,55;
23.08.23;23.08.23;ke;-0,53 %;21 049;4 565;0;921;26 535;35 645;1 218;3 386;209;225;87;;3 907;30 442;521;1 647;12 818;6 895;13 764;19 713;2 168;5 580;;;;;;;;28 274;789,0;-901,0;-19,3 %;-5 112;-87,96 %;-114,3 %;;;;;;;;;;;848;840;593,2;
24.08.23;24.08.23;to;-0,91 %;20 853;4 519;0;921;26 293;35 645;1 218;3 386;209;225;87;;3 907;30 200;521;1 647;12 818;6 895;13 764;19 713;2 168;5 580;;;;;;;;28 032;789,0;-901,0;-20,4 %;-5 354;-89,69 %;-114,3 %;;;;;;;;;;;849;840;593,85;
25.08.23;25.08.23;pe;0,39 %;20 947;4 528;0;921;26 396;35 845;1 018;3 386;209;225;87;243;3 907;30 303;521;1 604;12 818;6 895;13 764;19 713;2 368;5 580;;OP GOLD KORTTI;;;;;;27 935;789,0;-901,0;-19,9 %;-5 251;-88,95 %;-114,3 %;;;;;;;;;;;850;840;594,5;
28.08.23;28.08.23;MA;1,57 %;21 265;4 614;0;932;26 811;35 845;655;3 023;209;225;87;243;3 544;30 355;521;1 604;12 818;6 895;13 764;19 713;2 368;5 580;;Maksoin jälkiveroa 548€.;;;;;;27 987;789,0;-538,0;-18,0 %;-4 836;-86,03 %;-91,3 %;;;;;;;;;;;851;840;595,15;
29.08.23;29.08.23;ti;0,97 %;21 489;4 649;0;932;27 070;35 976;524;3 023;209;225;87;318;3 544;30 614;577;1 604;12 818;6 895;13 764;19 713;2 499;5 580;;Lopetin visa credit kortin;;;;;;28 115;789,0;-538,0;-16,9 %;-4 577;-84,25 %;-91,3 %;;;;;;;;;;;852;840;595,8;
